2018-03-13 23:56:13 startup archives unpack
2018-03-19 21:23:28 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 status half-configured openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 status installed openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 configure ca-certificates-java:all 20170531+nmu1 <none>
2018-03-19 21:23:28 status triggers-pending ca-certificates:all 20161130+nmu1
2018-03-19 21:23:28 status unpacked ca-certificates-java:all 20170531+nmu1
2018-03-19 21:23:28 status unpacked ca-certificates-java:all 20170531+nmu1
2018-03-19 21:23:28 status unpacked ca-certificates-java:all 20170531+nmu1
2018-03-19 21:23:28 status unpacked ca-certificates-java:all 20170531+nmu1
2018-03-19 21:23:28 status half-configured ca-certificates-java:all 20170531+nmu1
2018-03-19 21:23:29 status triggers-awaited ca-certificates-java:all 20170531+nmu1
2018-03-19 21:23:29 configure openjdk-8-jdk-headless:amd64 8u162-b12-1~deb9u1 <none>
2018-03-19 21:23:29 status unpacked openjdk-8-jdk-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:29 status half-configured openjdk-8-jdk-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:29 status installed openjdk-8-jdk-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:29 configure openjdk-8-jre:amd64 8u162-b12-1~deb9u1 <none>
2018-03-19 21:23:29 status unpacked openjdk-8-jre:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:29 status half-configured openjdk-8-jre:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:29 status installed openjdk-8-jre:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:29 configure openjdk-8-jdk:amd64 8u162-b12-1~deb9u1 <none>
2018-03-19 21:23:29 status unpacked openjdk-8-jdk:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:29 status half-configured openjdk-8-jdk:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:29 status installed openjdk-8-jdk:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:29 trigproc libc-bin:amd64 2.24-11+deb9u3 <none>
2018-03-19 21:23:29 status half-configured libc-bin:amd64 2.24-11+deb9u3
2018-03-19 21:23:29 status installed libc-bin:amd64 2.24-11+deb9u3
2018-03-19 21:23:29 trigproc sgml-base:all 1.29 <none>
2018-03-19 21:23:29 status half-configured sgml-base:all 1.29
2018-03-19 21:23:29 status installed xml-core:all 0.17
2018-03-19 21:23:29 status installed sgml-base:all 1.29
2018-03-19 21:23:29 trigproc libgdk-pixbuf2.0-0:amd64 2.36.5-2+deb9u2 <none>
2018-03-19 21:23:29 status half-configured libgdk-pixbuf2.0-0:amd64 2.36.5-2+deb9u2
2018-03-19 21:23:29 status installed libgdk-pixbuf2.0-0:amd64 2.36.5-2+deb9u2
2018-03-19 21:23:29 trigproc ca-certificates:all 20161130+nmu1 <none>
2018-03-19 21:23:29 status half-configured ca-certificates:all 20161130+nmu1
2018-03-19 21:23:29 status installed ca-certificates-java:all 20170531+nmu1
2018-03-19 21:23:30 status installed ca-certificates:all 20161130+nmu1
2018-04-30 20:55:17 startup archives unpack
2018-04-30 20:55:17 upgrade curl:amd64 7.52.1-5+deb9u4 7.52.1-5+deb9u5
2018-04-30 20:55:17 status half-configured curl:amd64 7.52.1-5+deb9u4
2018-04-30 20:55:17 status unpacked curl:amd64 7.52.1-5+deb9u4
2018-04-30 20:55:17 status half-installed curl:amd64 7.52.1-5+deb9u4
2018-04-30 20:55:17 status half-installed curl:amd64 7.52.1-5+deb9u4
2018-04-30 20:55:17 status unpacked curl:amd64 7.52.1-5+deb9u5
2018-04-30 20:55:17 status unpacked curl:amd64 7.52.1-5+deb9u5
2018-04-30 20:55:17 upgrade libcurl3:amd64 7.52.1-5+deb9u4 7.52.1-5+deb9u5
2018-04-30 20:55:17 status triggers-pending libc-bin:amd64 2.24-11+deb9u3
2018-04-30 20:55:17 status half-configured libcurl3:amd64 7.52.1-5+deb9u4
2018-04-30 20:55:17 status unpacked libcurl3:amd64 7.52.1-5+deb9u4
2018-04-30 20:55:17 status half-installed libcurl3:amd64 7.52.1-5+deb9u4
2018-04-30 20:55:18 status half-installed libcurl3:amd64 7.52.1-5+deb9u4
2018-04-30 20:55:18 status unpacked libcurl3:amd64 7.52.1-5+deb9u5
2018-04-30 20:55:18 status unpacked libcurl3:amd64 7.52.1-5+deb9u5
2018-04-30 20:55:18 startup packages configure
2018-04-30 20:55:18 configure libcurl3:amd64 7.52.1-5+deb9u5 <none>
2018-04-30 20:55:18 status unpacked libcurl3:amd64 7.52.1-5+deb9u5
2018-04-30 20:55:18 status half-configured libcurl3:amd64 7.52.1-5+deb9u5
2018-04-30 20:55:18 status installed libcurl3:amd64 7.52.1-5+deb9u5
2018-04-30 20:55:18 trigproc libc-bin:amd64 2.24-11+deb9u3 <none>
2018-04-30 20:55:18 status half-configured libc-bin:amd64 2.24-11+deb9u3
2018-04-30 20:55:19 status installed libc-bin:amd64 2.24-11+deb9u3
2018-04-30 20:55:20 configure curl:amd64 7.52.1-5+deb9u5 <none>
2018-04-30 20:55:20 status unpacked curl:amd64 7.52.1-5+deb9u5
2018-04-30 20:55:20 status half-configured curl:amd64 7.52.1-5+deb9u5
2018-04-30 20:55:20 status installed curl:amd64 7.52.1-5+deb9u5
